Date,IT Department,Cost Element,Country,Actual
1/07/2020,Networking,Travel,Switzerland,"3,038"
1/07/2020,Networking,Travel,United Kingdom,473
1/07/2020,Networking,Vehicles,Switzerland,183
1/07/2020,Networking,Vehicles,United Kingdom,-406
1/07/2020,Planning,Amortization,USA,"258,586"
1/07/2020,Planning,Depreciation,Brazil,5
1/07/2020,Planning,Depreciation,USA,"48,089"
1/07/2020,Planning,Employee Performance,USA,67
1/07/2020,Planning,External Labor,Italy,495
1/07/2020,Planning,External Labor,USA,"522,410"
1/07/2020,Planning,Hardware,United Kingdom,53
1/07/2020,Planning,Hardware,USA,"3,889"
1/07/2020,Planning,Hardware Maintenance,Italy,"6,485"
1/07/2020,Planning,Hardware Maintenance,USA,"2,460"
1/07/2020,Planning,Inbound Allocations,United Kingdom,808
1/07/2020,Planning,Internal Labor,France,"9,927"
1/07/2020,Planning,Internal Labor,United Kingdom,"38,451"
1/07/2020,Planning,Internal Labor,USA,"372,541"
1/07/2020,Planning,Moving,USA,444
1/07/2020,Planning,Other,United Kingdom,"-33,838"
1/07/2020,Planning,Other,USA,761
1/07/2020,Planning,Outbound Allocations,United Kingdom,"3,263"
1/07/2020,Planning,Outbound Allocations,USA,"-15,512"
1/07/2020,Planning,Recognition,USA,43
1/07/2020,Planning,Software,USA,"236,987"
1/07/2020,Planning,Software Maintenance,USA,"271,408"
1/07/2020,Planning,Supplies,USA,343
1/07/2020,Planning,Taxes,USA,"3,480"
1/07/2020,Planning,Telecomm,Brazil,7
1/07/2020,Planning,Telecomm,United Kingdom,-821
1/07/2020,Planning,Telecomm,USA,"2,606"
1/07/2020,Planning,Training,United Kingdom,148
1/07/2020,Planning,Training,USA,"2,254"
1/07/2020,Planning,Travel,United Kingdom,60
1/07/2020,Planning,Travel,USA,674
1/07/2020,Planning,Vehicles,United Kingdom,1
1/07/2020,Portals,Employee Performance,USA,45
1/07/2020,Portals,External Labor,USA,"7,897"
1/07/2020,Portals,Internal Labor,USA,"65,479"
1/07/2020,Portals,Other,USA,"2,625"
1/07/2020,Portals,Software,USA,"36,972"
1/07/2020,Portals,Software Maintenance,USA,59
1/07/2020,Portals,Telecomm,USA,510
1/07/2020,Portals,Training,USA,329
1/07/2020,Portals,Travel,USA,284
1/07/2020,Portfolio Management,Employee Performance,USA,191
1/07/2020,Portfolio Management,External Labor,USA,"5,917"
1/07/2020,Portfolio Management,Hardware,USA,27
1/07/2020,Portfolio Management,Internal Labor,USA,"66,107"
1/07/2020,Portfolio Management,Other,USA,"7,958"
1/07/2020,Portfolio Management,Software,USA,18
1/07/2020,Portfolio Management,Software Maintenance,USA,15
1/07/2020,Portfolio Management,Supplies,USA,27
1/07/2020,Portfolio Management,Telecomm,USA,505
1/07/2020,Portfolio Management,Travel,USA,"2,081"
1/07/2020,Process Management,Depreciation,USA,287
1/07/2020,Process Management,Employee Performance,USA,78
1/07/2020,Process Management,External Labor,USA,"86,509"
1/07/2020,Process Management,Internal Labor,USA,"104,467"
1/07/2020,Process Management,Other,USA,133
1/07/2020,Process Management,Outbound Allocations,USA,"24,683"
1/07/2020,Process Management,Software,USA,"8,551"
1/07/2020,Process Management,Software Maintenance,USA,"26,660"
1/07/2020,Process Management,Supplies,USA,241
1/07/2020,Process Management,Taxes,USA,97
1/07/2020,Process Management,Telecomm,USA,500
1/07/2020,Process Management,Training,USA,"2,274"
1/07/2020,Process Management,Travel,USA,339
1/07/2020,Production,Internal Labor,USA,"13,807"
1/07/2020,Production,Recognition,USA,26
1/07/2020,Production,Supplies,USA,10
1/07/2020,Production,Telecomm,USA,536
1/07/2020,Production,Travel,USA,244
1/07/2020,Productivity,Amortization,France,70
1/07/2020,Productivity,Amortization,Italy,"1,739"
1/07/2020,Productivity,CAPEX,USA,119
1/07/2020,Productivity,Depreciation,Austria,479
1/07/2020,Productivity,Depreciation,Belgium,302
1/07/2020,Productivity,Depreciation,Canada,1
1/07/2020,Productivity,Depreciation,France,"3,205"
1/07/2020,Productivity,Depreciation,Germany,"4,699"
1/07/2020,Productivity,Depreciation,Ireland,"4,403"
1/07/2020,Productivity,Depreciation,Italy,"16,873"
1/07/2020,Productivity,Depreciation,Netherlands,300
1/07/2020,Productivity,Depreciation,Spain,"2,164"
1/07/2020,Productivity,Depreciation,Switzerland,486
1/07/2020,Productivity,Depreciation,United Kingdom,139
1/07/2020,Productivity,Depreciation,USA,194
1/07/2020,Productivity,Employee Performance,USA,46
1/07/2020,Productivity,External Labor,Austria,"4,321"
1/07/2020,Productivity,External Labor,Belgium,"9,957"
1/07/2020,Productivity,External Labor,Canada,"6,155"
1/07/2020,Productivity,External Labor,France,"67,520"
1/07/2020,Productivity,External Labor,Germany,"-32,237"
1/07/2020,Productivity,External Labor,Ireland,"48,780"
1/07/2020,Productivity,External Labor,Italy,"15,716"
1/07/2020,Productivity,External Labor,Netherlands,"1,693"
1/07/2020,Productivity,External Labor,Spain,"6,575"
1/07/2020,Productivity,External Labor,Switzerland,"4,609"
1/07/2020,Productivity,External Labor,United Kingdom,"14,504"
1/07/2020,Productivity,External Labor,USA,"520,510"
1/07/2020,Productivity,Hardware,Austria,"23,367"
1/07/2020,Productivity,Hardware,Belgium,"7,303"
1/07/2020,Productivity,Hardware,France,"56,839"
1/07/2020,Productivity,Hardware,Germany,"84,411"
1/07/2020,Productivity,Hardware,Ireland,68
1/07/2020,Productivity,Hardware,Netherlands,"3,223"
1/07/2020,Productivity,Hardware,Spain,"61,027"
1/07/2020,Productivity,Hardware,Switzerland,"9,143"
1/07/2020,Productivity,Hardware,United Kingdom,"36,481"
1/07/2020,Productivity,Hardware,USA,"496,712"
1/07/2020,Productivity,Hardware Maintenance,Austria,97
1/07/2020,Productivity,Hardware Maintenance,France,"12,942"
1/07/2020,Productivity,Hardware Maintenance,Germany,"4,998"
1/07/2020,Productivity,Hardware Maintenance,Ireland,"19,347"
1/07/2020,Productivity,Hardware Maintenance,Italy,86
1/07/2020,Productivity,Hardware Maintenance,Spain,"2,324"
1/07/2020,Productivity,Hardware Maintenance,Switzerland,"6,617"
1/07/2020,Productivity,Hardware Maintenance,United Kingdom,301
1/07/2020,Productivity,Hardware Maintenance,USA,196
1/07/2020,Productivity,Inbound Allocations,Germany,"-1,585"
1/07/2020,Productivity,Inbound Allocations,Spain,"1,456"
1/07/2020,Productivity,Inbound Allocations,United Kingdom,-18
1/07/2020,Productivity,Internal Labor,Belgium,"3,880"
1/07/2020,Productivity,Internal Labor,France,"10,911"
1/07/2020,Productivity,Internal Labor,Germany,"9,697"
1/07/2020,Productivity,Internal Labor,Italy,"8,272"
1/07/2020,Productivity,Internal Labor,Spain,"2,662"
1/07/2020,Productivity,Internal Labor,Switzerland,"4,139"
1/07/2020,Productivity,Internal Labor,United Kingdom,"18,796"
1/07/2020,Productivity,Internal Labor,USA,"62,713"
1/07/2020,Productivity,Other,Belgium,29
1/07/2020,Productivity,Other,Canada,707
1/07/2020,Productivity,Other,Germany,106
1/07/2020,Productivity,Other,Italy,-962
1/07/2020,Productivity,Other,Switzerland,56
1/07/2020,Productivity,Other,United Kingdom,"3,518"
1/07/2020,Productivity,Other,USA,"10,180"
1/07/2020,Productivity,Outbound Allocations,United Kingdom,"4,284"
1/07/2020,Productivity,Project Expenses,United Kingdom,"4,608"
1/07/2020,Productivity,Severance,Italy,352
1/07/2020,Productivity,Software,France,"1,366"
1/07/2020,Productivity,Software,United Kingdom,"4,459"
1/07/2020,Productivity,Software,USA,"12,065"
1/07/2020,Productivity,Software Maintenance,Italy,"1,489"
1/07/2020,Productivity,Supplies,Belgium,81
1/07/2020,Productivity,Supplies,Canada,"2,352"
1/07/2020,Productivity,Supplies,Germany,"1,367"
1/07/2020,Productivity,Supplies,Ireland,"4,070"
1/07/2020,Productivity,Supplies,Italy,"1,451"
1/07/2020,Productivity,Supplies,Netherlands,"2,211"
1/07/2020,Productivity,Supplies,Switzerland,"5,276"
1/07/2020,Productivity,Supplies,USA,31
1/07/2020,Productivity,Taxes,Switzerland,317
1/07/2020,Productivity,Taxes,USA,149
1/07/2020,Productivity,Telecomm,Austria,58
1/07/2020,Productivity,Telecomm,Belgium,"1,607"
1/07/2020,Productivity,Telecomm,France,-652
1/07/2020,Productivity,Telecomm,Germany,"24,066"
1/07/2020,Productivity,Telecomm,Italy,"8,858"
1/07/2020,Productivity,Telecomm,Spain,"77,201"
1/07/2020,Productivity,Telecomm,Switzerland,"2,475"
1/07/2020,Productivity,Telecomm,United Kingdom,"33,063"
1/07/2020,Productivity,Telecomm,USA,"2,683"
1/07/2020,Productivity,Training,Germany,463
1/07/2020,Productivity,Training,Italy,"3,794"
1/07/2020,Productivity,Training,United Kingdom,593
1/07/2020,Productivity,Travel,Belgium,17
1/07/2020,Productivity,Travel,France,32
1/07/2020,Productivity,Travel,United Kingdom,"5,666"
1/07/2020,Productivity,Vehicles,Belgium,511
1/07/2020,Productivity,Vehicles,United Kingdom,-242
1/07/2020,Productivity,Vehicles,USA,4
1/07/2020,Quality & Compliance,Employee Performance,USA,45
1/07/2020,Quality & Compliance,External Labor,USA,"174,699"
1/07/2020,Quality & Compliance,Internal Labor,USA,"121,238"
1/07/2020,Quality & Compliance,Other,USA,30
1/07/2020,Quality & Compliance,Software,USA,161
1/07/2020,Quality & Compliance,Software Maintenance,USA,133
1/07/2020,Quality & Compliance,Supplies,USA,6
1/07/2020,Quality & Compliance,Taxes,USA,5
1/07/2020,Quality & Compliance,Telecomm,USA,760
1/07/2020,R&D,Depreciation,Spain,612
1/07/2020,R&D,Depreciation,United Kingdom,"1,892"
1/07/2020,R&D,Employee Performance,USA,141
1/07/2020,R&D,External Labor,United Kingdom,"17,084"
1/07/2020,R&D,External Labor,USA,"32,378"
1/07/2020,R&D,Hardware,USA,3
1/07/2020,R&D,Inbound Allocations,Spain,"1,339"
1/07/2020,R&D,Inbound Allocations,United Kingdom,-49
1/07/2020,R&D,Internal Labor,Spain,"10,687"
1/07/2020,R&D,Internal Labor,United Kingdom,"18,888"
1/07/2020,R&D,Internal Labor,USA,"182,783"
1/07/2020,R&D,Other,United Kingdom,90
1/07/2020,R&D,Other,USA,183
1/07/2020,R&D,Outbound Allocations,Spain,"2,406"
1/07/2020,R&D,Outbound Allocations,United Kingdom,"5,954"
1/07/2020,R&D,Software,USA,987
1/07/2020,R&D,Software Maintenance,United Kingdom,"21,600"
1/07/2020,R&D,Software Maintenance,USA,"20,758"
1/07/2020,R&D,Supplies,USA,20
1/07/2020,R&D,Taxes,USA,"1,501"
1/07/2020,R&D,Telecomm,United Kingdom,12
1/07/2020,R&D,Telecomm,USA,229
1/07/2020,R&D,Training,United Kingdom,995
1/07/2020,R&D,Training,USA,751
1/07/2020,R&D,Travel,Spain,"2,822"
1/07/2020,R&D,Travel,United Kingdom,"2,504"
1/07/2020,R&D,Travel,USA,"3,952"
1/07/2020,R&D,Vehicles,United Kingdom,238
1/07/2020,R1,Depreciation,Austria,9
1/07/2020,R1,Depreciation,Belgium,4
1/07/2020,R1,External Labor,Belgium,"19,562"
1/07/2020,R1,External Labor,Germany,"3,549"
1/07/2020,R1,External Labor,United Kingdom,"1,612"
1/07/2020,R1,Hardware,Canada,76
1/07/2020,R1,Internal Labor,Austria,"3,856"
1/07/2020,R1,Internal Labor,Belgium,"21,126"
1/07/2020,R1,Internal Labor,Canada,"10,977"
1/07/2020,R1,Internal Labor,Germany,558
1/07/2020,R1,Internal Labor,Spain,"2,518"
1/07/2020,R1,Other,Austria,33
1/07/2020,R1,Other,Belgium,89
1/07/2020,R1,Other,Spain,22
1/07/2020,R1,Recognition,Austria,42
1/07/2020,R1,Severance,Austria,35
1/07/2020,R1,Software Maintenance,Belgium,"1,343"
1/07/2020,R1,Supplies,Belgium,"54,628"
1/07/2020,R1,Telecomm,Austria,21
1/07/2020,R1,Telecomm,Belgium,125
1/07/2020,R1,Telecomm,Canada,121
1/07/2020,R1,Telecomm,Italy,371
1/07/2020,R1,Training,Belgium,"1,524"
1/07/2020,R1,Travel,Belgium,"3,214"
1/07/2020,R1,Travel,Canada,21
1/07/2020,R1,Travel,Spain,831
1/07/2020,R1,Vehicles,Belgium,"1,000"
1/07/2020,R2,Amortization,Mexico,53
1/07/2020,R2,Amortization,United Kingdom,"35,173"
1/07/2020,R2,Amortization,USA,"1,988,640"
1/07/2020,R2,CAPEX,United Kingdom,"-2,849"
1/07/2020,R2,CAPEX,USA,"-159,003"
1/07/2020,R2,Depreciation,Brazil,"6,716"
1/07/2020,R2,Depreciation,Mexico,148
1/07/2020,R2,Depreciation,United Kingdom,156
1/07/2020,R2,Depreciation,USA,"78,831"
1/07/2020,R2,Employee Performance,USA,675
1/07/2020,R2,External Labor,Brazil,"25,971"
1/07/2020,R2,External Labor,France,70
1/07/2020,R2,External Labor,Mexico,"2,092"
1/07/2020,R2,External Labor,Spain,653
1/07/2020,R2,External Labor,United Kingdom,"20,517"
1/07/2020,R2,External Labor,USA,"861,650"
1/07/2020,R2,Hardware,USA,"7,004"
1/07/2020,R2,Hardware Maintenance,Brazil,"1,685"
1/07/2020,R2,Hardware Maintenance,Italy,"1,742"
1/07/2020,R2,Hardware Maintenance,USA,113
1/07/2020,R2,Inbound Allocations,Brazil,337
1/07/2020,R2,Inbound Allocations,Spain,"1,456"
1/07/2020,R2,Internal Labor,Belgium,"4,199"
1/07/2020,R2,Internal Labor,Brazil,"16,600"
1/07/2020,R2,Internal Labor,Germany,"1,799"
1/07/2020,R2,Internal Labor,Italy,"2,181"
1/07/2020,R2,Internal Labor,Spain,"3,895"
1/07/2020,R2,Internal Labor,Switzerland,"6,379"
1/07/2020,R2,Internal Labor,United Kingdom,"67,469"
1/07/2020,R2,Internal Labor,USA,"535,269"
1/07/2020,R2,Legal,USA,5
1/07/2020,R2,Moving,USA,540
1/07/2020,R2,Other,Belgium,31
1/07/2020,R2,Other,Brazil,550
1/07/2020,R2,Other,Spain,"1,015"
1/07/2020,R2,Other,United Kingdom,"-98,914"
1/07/2020,R2,Other,USA,"-2,379"
1/07/2020,R2,Project Expenses,USA,"39,702"
1/07/2020,R2,Recognition,Brazil,"-1,449"
1/07/2020,R2,Severance,Brazil,220
1/07/2020,R2,Severance,Italy,123
1/07/2020,R2,Software,United Kingdom,"4,948"
1/07/2020,R2,Software,USA,"230,639"
1/07/2020,R2,Software Maintenance,France,334
1/07/2020,R2,Software Maintenance,United Kingdom,"-3,902"
1/07/2020,R2,Software Maintenance,USA,"721,623"
1/07/2020,R2,Supplies,Brazil,"1,329"
1/07/2020,R2,Supplies,USA,106
1/07/2020,R2,Taxes,USA,"5,522"
1/07/2020,R2,Telecomm,Brazil,265
1/07/2020,R2,Telecomm,Switzerland,44
1/07/2020,R2,Telecomm,United Kingdom,395
1/07/2020,R2,Telecomm,USA,"2,614"
1/07/2020,R2,Training,Italy,973
1/07/2020,R2,Training,United Kingdom,"2,545"
1/07/2020,R2,Training,USA,"3,339"
1/07/2020,R2,Travel,Brazil,58
1/07/2020,R2,Travel,Spain,269
1/07/2020,R2,Travel,United Kingdom,"9,763"
1/07/2020,R2,Travel,USA,"24,982"
1/07/2020,R2,Vehicles,United Kingdom,-523
1/07/2020,R3,Amortization,USA,"431,064"
1/07/2020,R3,Depreciation,USA,"3,562"
1/07/2020,R3,External Labor,Germany,"2,653"
1/07/2020,R3,External Labor,United Kingdom,"7,552"
1/07/2020,R3,External Labor,USA,"493,832"
1/07/2020,R3,Hardware,United Kingdom,"1,488"
1/07/2020,R3,Hardware Maintenance,United Kingdom,858
1/07/2020,R3,Internal Labor,Belgium,"6,822"
1/07/2020,R3,Internal Labor,France,"4,442"
1/07/2020,R3,Internal Labor,Germany,"9,113"
1/07/2020,R3,Internal Labor,Spain,"2,391"
1/07/2020,R3,Internal Labor,United Kingdom,"44,940"
1/07/2020,R3,Internal Labor,USA,"32,785"
1/07/2020,R3,Other,Belgium,31
1/07/2020,R3,Other,Germany,101
1/07/2020,R3,Other,Spain,27
1/07/2020,R3,Other,United Kingdom,"5,455"
1/07/2020,R3,Other,USA,"25,321"
1/07/2020,R3,Software,United Kingdom,"3,172"
1/07/2020,R3,Software,USA,"82,988"
1/07/2020,R3,Software Maintenance,USA,"74,817"
1/07/2020,R3,Taxes,USA,88
1/07/2020,R3,Telecomm,Belgium,34
1/07/2020,R3,Telecomm,United Kingdom,312
1/07/2020,R3,Telecomm,USA,127
1/07/2020,R3,Training,United Kingdom,478
1/07/2020,R3,Travel,Belgium,197
1/07/2020,R3,Travel,Germany,629
1/07/2020,R3,Travel,Spain,483
1/07/2020,R3,Travel,United Kingdom,"9,669"
1/07/2020,R3,Travel,USA,376
1/07/2020,R3,Vehicles,Belgium,735
1/07/2020,R3,Vehicles,United Kingdom,"-1,601"
1/07/2020,R5,Amortization,USA,"193,266"
1/07/2020,R5,CAPEX,USA,"1,566"
1/07/2020,R5,Depreciation,USA,"32,905"
1/07/2020,R5,Employee Performance,USA,324
1/07/2020,R5,External Labor,Puerto Rico,592
1/07/2020,R5,External Labor,USA,"556,242"
1/07/2020,R5,Hardware,Puerto Rico,126
1/07/2020,R5,Hardware,USA,"13,466"
1/07/2020,R5,Hardware Maintenance,Puerto Rico,371
1/07/2020,R5,Internal Labor,Puerto Rico,"8,574"
1/07/2020,R5,Internal Labor,USA,"270,697"
1/07/2020,R5,Other,Puerto Rico,61
1/07/2020,R5,Other,USA,"5,199"
1/07/2020,R5,Software,USA,"22,661"
1/07/2020,R5,Software Maintenance,USA,"-38,881"
1/07/2020,R5,Supplies,USA,"1,109"
1/07/2020,R5,Taxes,USA,"3,003"
1/07/2020,R5,Telecomm,Puerto Rico,-55
1/07/2020,R5,Telecomm,USA,"1,176"
1/07/2020,R5,Training,USA,"4,997"
1/07/2020,R5,Travel,Puerto Rico,252
1/07/2020,R5,Travel,USA,"3,432"
1/07/2020,R5,Vehicles,Puerto Rico,344
1/07/2020,Security & Risk Management,Employee Performance,USA,90
1/07/2020,Security & Risk Management,External Labor,USA,"1,700"
1/07/2020,Security & Risk Management,Internal Labor,USA,"57,436"
1/07/2020,Security & Risk Management,Other,USA,155
1/07/2020,Security & Risk Management,Software,USA,91
1/07/2020,Security & Risk Management,Software Maintenance,USA,15
1/07/2020,Security & Risk Management,Supplies,USA,161
1/07/2020,Security & Risk Management,Taxes,USA,22
1/07/2020,Security & Risk Management,Telecomm,USA,374
1/07/2020,Security & Risk Management,Training,USA,205
1/07/2020,Security & Risk Management,Travel,USA,"1,142"
1/07/2020,Six Sigma,Internal Labor,USA,"34,258"
1/07/2020,Six Sigma,Moving,USA,772
1/07/2020,Six Sigma,Other,USA,35
1/07/2020,Six Sigma,Software,USA,36
1/07/2020,Six Sigma,Software Maintenance,USA,30
1/07/2020,Six Sigma,Supplies,USA,10
1/07/2020,Six Sigma,Telecomm,USA,186
1/07/2020,Six Sigma,Travel,USA,7
1/07/2020,SSO,Amortization,USA,316
1/07/2020,SSO,Depreciation,USA,"1,776"
1/07/2020,SSO,Employee Performance,USA,210
1/07/2020,SSO,External Labor,USA,"157,672"
1/07/2020,SSO,Hardware,USA,61
1/07/2020,SSO,Internal Labor,USA,"81,131"
1/07/2020,SSO,Software,USA,"22,241"
1/07/2020,SSO,Software Maintenance,USA,"21,942"
1/07/2020,SSO,Taxes,USA,52
1/07/2020,SSO,Telecomm,USA,393
1/07/2020,SSO,Travel,USA,"-1,195"
1/07/2020,Vendor Management,Depreciation,USA,117
1/07/2020,Vendor Management,Employee Performance,USA,5
1/07/2020,Vendor Management,External Labor,USA,"163,475"
1/07/2020,Vendor Management,Hardware,USA,35
1/07/2020,Vendor Management,Internal Labor,USA,"145,417"
1/07/2020,Vendor Management,Other,USA,96
1/07/2020,Vendor Management,Software,USA,327
1/07/2020,Vendor Management,Software Maintenance,USA,266
1/07/2020,Vendor Management,Supplies,USA,376
1/07/2020,Vendor Management,Taxes,USA,15
1/07/2020,Vendor Management,Telecomm,USA,"1,086"
1/07/2020,Vendor Management,Training,USA,169
1/07/2020,Vendor Management,Travel,USA,"3,932"
