Date,IT Department,Cost Element,Country,Actual
1/01/2020,Process Management,Other,USA,"3,785"
1/01/2020,Process Management,Outbound Allocations,USA,"24,683"
1/01/2020,Process Management,Software,USA,"8,168"
1/01/2020,Process Management,Software Maintenance,USA,"8,256"
1/01/2020,Process Management,Supplies,USA,70
1/01/2020,Process Management,Taxes,USA,107
1/01/2020,Process Management,Training,USA,114
1/01/2020,Productivity,Amortization,France,64
1/01/2020,Productivity,Amortization,Italy,"1,602"
1/01/2020,Productivity,CAPEX,United Kingdom,97
1/01/2020,Productivity,CAPEX,USA,45
1/01/2020,Productivity,Depreciation,Austria,333
1/01/2020,Productivity,Depreciation,Belgium,342
1/01/2020,Productivity,Depreciation,Canada,1
1/01/2020,Productivity,Depreciation,France,"2,891"
1/01/2020,Productivity,Depreciation,Germany,"3,353"
1/01/2020,Productivity,Depreciation,Ireland,"4,002"
1/01/2020,Productivity,Depreciation,Italy,"15,448"
1/01/2020,Productivity,Depreciation,Netherlands,277
1/01/2020,Productivity,Depreciation,Spain,"1,994"
1/01/2020,Productivity,Depreciation,Switzerland,436
1/01/2020,Productivity,Depreciation,United Kingdom,133
1/01/2020,Productivity,Depreciation,USA,194
1/01/2020,Productivity,Employee Performance,USA,6
1/01/2020,Productivity,External Labor,Belgium,644
1/01/2020,Productivity,External Labor,France,"64,317"
1/01/2020,Productivity,External Labor,Germany,"-18,788"
1/01/2020,Productivity,External Labor,Ireland,"17,321"
1/01/2020,Productivity,External Labor,Netherlands,-829
1/01/2020,Productivity,External Labor,Spain,"5,395"
1/01/2020,Productivity,External Labor,Switzerland,335
1/01/2020,Productivity,External Labor,United Kingdom,"30,068"
1/01/2020,Productivity,External Labor,USA,"436,843"
1/01/2020,Productivity,Hardware,Austria,"9,456"
1/01/2020,Productivity,Hardware,Belgium,243
1/01/2020,Productivity,Hardware,France,"28,924"
1/01/2020,Productivity,Hardware,Germany,"22,475"
1/01/2020,Productivity,Hardware,Ireland,"1,199"
1/01/2020,Productivity,Hardware,Netherlands,"4,956"
1/01/2020,Productivity,Hardware,Spain,280
1/01/2020,Productivity,Hardware,Switzerland,"15,888"
1/01/2020,Productivity,Hardware,United Kingdom,"6,691"
1/01/2020,Productivity,Hardware,USA,"-13,272"
1/01/2020,Productivity,Hardware Maintenance,Belgium,"-1,228"
1/01/2020,Productivity,Hardware Maintenance,France,-30
1/01/2020,Productivity,Hardware Maintenance,Germany,160
1/01/2020,Productivity,Hardware Maintenance,Spain,"-20,483"
1/01/2020,Productivity,Hardware Maintenance,Switzerland,-77
1/01/2020,Productivity,Hardware Maintenance,USA,53
1/01/2020,Productivity,Inbound Allocations,Germany,"-1,461"
1/01/2020,Productivity,Inbound Allocations,Spain,"1,342"
1/01/2020,Productivity,Inbound Allocations,United Kingdom,86
1/01/2020,Productivity,Internal Labor,Austria,"3,992"
1/01/2020,Productivity,Internal Labor,Belgium,"4,566"
1/01/2020,Productivity,Internal Labor,France,"12,974"
1/01/2020,Productivity,Internal Labor,Germany,"15,371"
1/01/2020,Productivity,Internal Labor,Italy,"124,919"
1/01/2020,Productivity,Internal Labor,Spain,"2,381"
1/01/2020,Productivity,Internal Labor,Switzerland,"9,596"
1/01/2020,Productivity,Internal Labor,United Kingdom,"17,795"
1/01/2020,Productivity,Internal Labor,USA,"59,599"
1/01/2020,Productivity,Other,Canada,"2,335"
1/01/2020,Productivity,Other,Germany,46
1/01/2020,Productivity,Other,Italy,417
1/01/2020,Productivity,Other,Spain,66
1/01/2020,Productivity,Other,Switzerland,63
1/01/2020,Productivity,Other,United Kingdom,"7,848"
1/01/2020,Productivity,Other,USA,"3,746"
1/01/2020,Productivity,Outbound Allocations,United Kingdom,"4,112"
1/01/2020,Productivity,Project Expenses,United Kingdom,"4,424"
1/01/2020,Productivity,Recognition,Austria,64
1/01/2020,Productivity,Severance,Austria,46
1/01/2020,Productivity,Severance,Italy,"-115,600"
1/01/2020,Productivity,Software,Belgium,-398
1/01/2020,Productivity,Software,France,24
1/01/2020,Productivity,Software,USA,"3,135"
1/01/2020,Productivity,Software Maintenance,USA,"4,413"
1/01/2020,Productivity,Supplies,Belgium,574
1/01/2020,Productivity,Supplies,France,69
1/01/2020,Productivity,Supplies,Germany,409
1/01/2020,Productivity,Supplies,Switzerland,"47,470"
1/01/2020,Productivity,Supplies,United Kingdom,11
1/01/2020,Productivity,Taxes,USA,165
1/01/2020,Productivity,Telecomm,Austria,-115
1/01/2020,Productivity,Telecomm,Belgium,"1,481"
1/01/2020,Productivity,Telecomm,France,311
1/01/2020,Productivity,Telecomm,Germany,7
1/01/2020,Productivity,Telecomm,Italy,-224
1/01/2020,Productivity,Telecomm,Netherlands,"-1,009"
1/01/2020,Productivity,Telecomm,Spain,"19,851"
1/01/2020,Productivity,Telecomm,Switzerland,"4,814"
1/01/2020,Productivity,Telecomm,United Kingdom,"22,974"
1/01/2020,Productivity,Telecomm,USA,72
1/01/2020,Productivity,Training,France,753
1/01/2020,Productivity,Training,United Kingdom,237
1/01/2020,Productivity,Training,USA,560
1/01/2020,Productivity,Travel,Austria,37
1/01/2020,Productivity,Travel,France,314
1/01/2020,Productivity,Travel,Germany,180
1/01/2020,Productivity,Travel,Italy,529
1/01/2020,Productivity,Travel,Spain,15
1/01/2020,Productivity,Travel,United Kingdom,278
1/01/2020,Productivity,Vehicles,Belgium,390
1/01/2020,Productivity,Vehicles,Spain,74
1/01/2020,Productivity,Vehicles,United Kingdom,273
1/01/2020,Productivity,Vehicles,USA,4
1/01/2020,Quality & Compliance,Employee Performance,USA,10
1/01/2020,Quality & Compliance,External Labor,USA,"1,792"
1/01/2020,Quality & Compliance,Hardware,USA,56
1/01/2020,Quality & Compliance,Internal Labor,USA,"125,063"
1/01/2020,Quality & Compliance,Other,USA,15
1/01/2020,Quality & Compliance,Supplies,USA,172
1/01/2020,Quality & Compliance,Taxes,USA,6
1/01/2020,Quality & Compliance,Travel,USA,260
1/01/2020,R&D,Amortization,USA,31
1/01/2020,R&D,Depreciation,Spain,564
1/01/2020,R&D,Depreciation,United Kingdom,"1,817"
1/01/2020,R&D,Depreciation,USA,196
1/01/2020,R&D,Employee Performance,USA,8
1/01/2020,R&D,External Labor,United Kingdom,"3,199"
1/01/2020,R&D,External Labor,USA,840
1/01/2020,R&D,Hardware,Spain,72
1/01/2020,R&D,Hardware,USA,73
1/01/2020,R&D,Inbound Allocations,Spain,"1,234"
1/01/2020,R&D,Inbound Allocations,United Kingdom,233
1/01/2020,R&D,Internal Labor,Spain,"8,371"
1/01/2020,R&D,Internal Labor,United Kingdom,"15,158"
1/01/2020,R&D,Internal Labor,USA,"177,412"
1/01/2020,R&D,Moving,United Kingdom,"9,233"
1/01/2020,R&D,Other,Spain,75
1/01/2020,R&D,Other,United Kingdom,117
1/01/2020,R&D,Other,USA,"2,288"
1/01/2020,R&D,Outbound Allocations,Spain,"2,580"
1/01/2020,R&D,Outbound Allocations,United Kingdom,"5,564"
1/01/2020,R&D,Software,USA,"9,691"
1/01/2020,R&D,Software Maintenance,USA,"24,827"
1/01/2020,R&D,Supplies,United Kingdom,103
1/01/2020,R&D,Supplies,USA,"3,000"
1/01/2020,R&D,Taxes,USA,"1,666"
1/01/2020,R&D,Telecomm,Spain,26
1/01/2020,R&D,Training,United Kingdom,943
1/01/2020,R&D,Training,USA,"1,047"
1/01/2020,R&D,Travel,Spain,282
1/01/2020,R&D,Travel,United Kingdom,754
1/01/2020,R&D,Travel,USA,866
1/01/2020,R&D,Vehicles,United Kingdom,661
1/01/2020,R1,Depreciation,Austria,8
1/01/2020,R1,Depreciation,Belgium,3
1/01/2020,R1,External Labor,Belgium,"13,896"
1/01/2020,R1,External Labor,Germany,"-16,218"
1/01/2020,R1,External Labor,Spain,66
1/01/2020,R1,External Labor,United Kingdom,"1,396"
1/01/2020,R1,Hardware,Canada,74
1/01/2020,R1,Hardware Maintenance,Canada,"56,966"
1/01/2020,R1,Hardware Maintenance,Italy,717
1/01/2020,R1,Internal Labor,Austria,"3,287"
1/01/2020,R1,Internal Labor,Belgium,"18,762"
1/01/2020,R1,Internal Labor,Canada,"11,416"
1/01/2020,R1,Internal Labor,Germany,"3,404"
1/01/2020,R1,Internal Labor,Italy,"3,799"
1/01/2020,R1,Internal Labor,Spain,"5,171"
1/01/2020,R1,Internal Labor,United Kingdom,"2,005"
1/01/2020,R1,Other,Canada,5
1/01/2020,R1,Other,Germany,"-22,309"
1/01/2020,R1,Other,Italy,776
1/01/2020,R1,Recognition,Austria,33
1/01/2020,R1,Severance,Austria,32
1/01/2020,R1,Severance,Italy,199
1/01/2020,R1,Telecomm,Austria,24
1/01/2020,R1,Telecomm,Belgium,115
1/01/2020,R1,Telecomm,Canada,93
1/01/2020,R1,Telecomm,Italy,12
1/01/2020,R1,Telecomm,United Kingdom,126
1/01/2020,R1,Travel,Belgium,459
1/01/2020,R1,Travel,Canada,606
1/01/2020,R1,Travel,United Kingdom,287
1/01/2020,R1,Vehicles,Belgium,"1,171"
1/01/2020,R1,Vehicles,United Kingdom,1
1/01/2020,R2,Amortization,United Kingdom,"26,269"
1/01/2020,R2,Amortization,USA,"1,901,984"
1/01/2020,R2,CAPEX,United Kingdom,"-8,021"
1/01/2020,R2,CAPEX,USA,"3,830"
1/01/2020,R2,Depreciation,Brazil,"9,804"
1/01/2020,R2,Depreciation,Mexico,2
1/01/2020,R2,Depreciation,United Kingdom,220
1/01/2020,R2,Depreciation,USA,"87,104"
1/01/2020,R2,Employee Performance,USA,88
1/01/2020,R2,External Labor,Brazil,"9,560"
1/01/2020,R2,External Labor,France,"2,332"
1/01/2020,R2,External Labor,Mexico,670
1/01/2020,R2,External Labor,Switzerland,75
1/01/2020,R2,External Labor,United Kingdom,"11,459"
1/01/2020,R2,External Labor,USA,"483,752"
1/01/2020,R2,Hardware,USA,86
1/01/2020,R2,Hardware Maintenance,Brazil,516
1/01/2020,R2,Hardware Maintenance,USA,113
1/01/2020,R2,Inbound Allocations,Brazil,318
1/01/2020,R2,Inbound Allocations,Spain,"1,342"
1/01/2020,R2,Internal Labor,Belgium,"4,215"
1/01/2020,R2,Internal Labor,Brazil,"11,976"
1/01/2020,R2,Internal Labor,Germany,"11,630"
1/01/2020,R2,Internal Labor,Italy,"2,241"
1/01/2020,R2,Internal Labor,Spain,"4,894"
1/01/2020,R2,Internal Labor,Switzerland,"5,411"
1/01/2020,R2,Internal Labor,United Kingdom,"78,262"
1/01/2020,R2,Internal Labor,USA,"528,536"
1/01/2020,R2,Legal,USA,"6,090"
1/01/2020,R2,Moving,USA,39
1/01/2020,R2,Other,Brazil,367
1/01/2020,R2,Other,United Kingdom,"10,893"
1/01/2020,R2,Other,USA,-413
1/01/2020,R2,Project Expenses,USA,"33,538"
1/01/2020,R2,Recognition,Brazil,989
1/01/2020,R2,Recognition,USA,35
1/01/2020,R2,Severance,Brazil,731
1/01/2020,R2,Severance,Italy,101
1/01/2020,R2,Software,United Kingdom,"-1,252"
1/01/2020,R2,Software,USA,"92,052"
1/01/2020,R2,Software Maintenance,France,618
1/01/2020,R2,Software Maintenance,USA,"716,640"
1/01/2020,R2,Supplies,Brazil,726
1/01/2020,R2,Supplies,USA,53
1/01/2020,R2,Taxes,USA,"6,129"
1/01/2020,R2,Telecomm,Brazil,248
1/01/2020,R2,Telecomm,Spain,31
1/01/2020,R2,Telecomm,Switzerland,20
1/01/2020,R2,Telecomm,United Kingdom,156
1/01/2020,R2,Training,United Kingdom,"7,443"
1/01/2020,R2,Training,USA,660
1/01/2020,R2,Travel,Brazil,450
1/01/2020,R2,Travel,Spain,97
1/01/2020,R2,Travel,Switzerland,102
1/01/2020,R2,Travel,United Kingdom,"9,551"
1/01/2020,R2,Travel,USA,"3,002"
1/01/2020,R2,Vehicles,United Kingdom,744
1/01/2020,R3,Amortization,USA,"304,508"
1/01/2020,R3,Depreciation,USA,"1,742"
1/01/2020,R3,External Labor,Spain,14
1/01/2020,R3,External Labor,United Kingdom,"-35,189"
1/01/2020,R3,External Labor,USA,"268,441"
1/01/2020,R3,Hardware,USA,34
1/01/2020,R3,Internal Labor,Belgium,"5,649"
1/01/2020,R3,Internal Labor,France,"6,517"
1/01/2020,R3,Internal Labor,Germany,"12,887"
1/01/2020,R3,Internal Labor,Spain,"7,531"
1/01/2020,R3,Internal Labor,Switzerland,"3,723"
1/01/2020,R3,Internal Labor,United Kingdom,"77,747"
1/01/2020,R3,Internal Labor,USA,"42,311"
1/01/2020,R3,Moving,United Kingdom,"-7,784"
1/01/2020,R3,Other,Spain,241
1/01/2020,R3,Other,United Kingdom,221
1/01/2020,R3,Other,USA,108
1/01/2020,R3,Software,United Kingdom,719
1/01/2020,R3,Software,USA,"91,114"
1/01/2020,R3,Software Maintenance,USA,"270,367"
1/01/2020,R3,Supplies,USA,6
1/01/2020,R3,Taxes,USA,98
1/01/2020,R3,Telecomm,Belgium,-3
1/01/2020,R3,Telecomm,Spain,119
1/01/2020,R3,Telecomm,Switzerland,107
1/01/2020,R3,Telecomm,United Kingdom,561
1/01/2020,R3,Training,USA,630
1/01/2020,R3,Travel,France,49
1/01/2020,R3,Travel,Germany,"1,015"
1/01/2020,R3,Travel,Spain,"2,904"
1/01/2020,R3,Travel,United Kingdom,"5,576"
1/01/2020,R3,Travel,USA,"2,420"
1/01/2020,R3,Vehicles,Belgium,69
1/01/2020,R3,Vehicles,Spain,132
1/01/2020,R3,Vehicles,United Kingdom,"10,884"
1/01/2020,R5,Amortization,USA,"2,643"
1/01/2020,R5,CAPEX,USA,"50,978"
1/01/2020,R5,Depreciation,USA,"42,009"
1/01/2020,R5,Employee Performance,Puerto Rico,57
1/01/2020,R5,Employee Performance,USA,14
1/01/2020,R5,External Labor,Puerto Rico,"4,491"
1/01/2020,R5,External Labor,USA,"182,094"
1/01/2020,R5,Hardware,Puerto Rico,"19,369"
1/01/2020,R5,Hardware,USA,66
1/01/2020,R5,Hardware Maintenance,Puerto Rico,371
1/01/2020,R5,Internal Labor,Puerto Rico,"9,433"
1/01/2020,R5,Internal Labor,USA,"274,832"
1/01/2020,R5,Other,Puerto Rico,30
1/01/2020,R5,Other,USA,"4,759"
1/01/2020,R5,Recognition,USA,9
1/01/2020,R5,Software,USA,"3,397"
1/01/2020,R5,Software Maintenance,USA,"84,221"
1/01/2020,R5,Supplies,USA,293
1/01/2020,R5,Taxes,USA,"3,003"
1/01/2020,R5,Telecomm,USA,6
1/01/2020,R5,Training,USA,63
1/01/2020,R5,Travel,USA,"1,125"
1/01/2020,R5,Vehicles,Puerto Rico,268
1/01/2020,Security & Risk Management,Employee Performance,USA,5
1/01/2020,Security & Risk Management,Hardware,USA,35
1/01/2020,Security & Risk Management,Internal Labor,USA,"58,877"
1/01/2020,Security & Risk Management,Other,USA,57
1/01/2020,Security & Risk Management,Supplies,USA,38
1/01/2020,Security & Risk Management,Taxes,USA,25
1/01/2020,Security & Risk Management,Travel,USA,155
1/01/2020,Six Sigma,Employee Performance,USA,16
1/01/2020,Six Sigma,Internal Labor,USA,"36,627"
1/01/2020,Six Sigma,Travel,USA,"4,624"
1/01/2020,SSO,Amortization,USA,316
1/01/2020,SSO,Depreciation,USA,"2,083"
1/01/2020,SSO,Employee Performance,USA,21
1/01/2020,SSO,External Labor,USA,"71,846"
1/01/2020,SSO,Hardware,USA,14
1/01/2020,SSO,Internal Labor,USA,"82,088"
1/01/2020,SSO,Recognition,USA,66
1/01/2020,SSO,Software,USA,"16,066"
1/01/2020,SSO,Software Maintenance,USA,"21,868"
1/01/2020,SSO,Supplies,USA,185
1/01/2020,SSO,Taxes,USA,57
1/01/2020,SSO,Training,USA,53
1/01/2020,SSO,Travel,USA,16
1/01/2020,Vendor Management,Depreciation,USA,117
1/01/2020,Vendor Management,Employee Performance,USA,20
1/01/2020,Vendor Management,External Labor,USA,"7,343"
1/01/2020,Vendor Management,Hardware,USA,138
1/01/2020,Vendor Management,Internal Labor,USA,"165,183"
1/01/2020,Vendor Management,Other,USA,"7,725"
1/01/2020,Vendor Management,Supplies,USA,14
1/01/2020,Vendor Management,Taxes,USA,16
1/01/2020,Vendor Management,Training,USA,492
1/01/2020,Vendor Management,Travel,USA,7
