Date,IT Department,Cost Element,Country,Actual
1/03/2020,Networking,Telecomm,Switzerland,"1,929"
1/03/2020,Networking,Telecomm,United Kingdom,"25,805"
1/03/2020,Networking,Telecomm,USA,"382,627"
1/03/2020,Networking,Training,Switzerland,263
1/03/2020,Networking,Training,USA,264
1/03/2020,Networking,Travel,Germany,438
1/03/2020,Networking,Travel,Ireland,53
1/03/2020,Networking,Travel,Switzerland,"6,387"
1/03/2020,Networking,Travel,United Kingdom,"1,529"
1/03/2020,Networking,Travel,USA,124
1/03/2020,Networking,Vehicles,Switzerland,-467
1/03/2020,Networking,Vehicles,United Kingdom,313
1/03/2020,Planning,Amortization,USA,"276,965"
1/03/2020,Planning,CAPEX,United Kingdom,4
1/03/2020,Planning,CAPEX,USA,42
1/03/2020,Planning,Depreciation,Brazil,4
1/03/2020,Planning,Depreciation,USA,"66,408"
1/03/2020,Planning,Employee Performance,USA,146
1/03/2020,Planning,External Labor,Italy,20
1/03/2020,Planning,External Labor,United Kingdom,"2,347"
1/03/2020,Planning,External Labor,USA,"538,887"
1/03/2020,Planning,Hardware,United Kingdom,4
1/03/2020,Planning,Hardware,USA,"6,862"
1/03/2020,Planning,Hardware Maintenance,Italy,"6,211"
1/03/2020,Planning,Inbound Allocations,United Kingdom,-216
1/03/2020,Planning,Internal Labor,France,"9,475"
1/03/2020,Planning,Internal Labor,United Kingdom,"52,791"
1/03/2020,Planning,Internal Labor,USA,"432,722"
1/03/2020,Planning,Other,Italy,"-5,073"
1/03/2020,Planning,Other,United Kingdom,-142
1/03/2020,Planning,Other,USA,852
1/03/2020,Planning,Outbound Allocations,United Kingdom,"-9,816"
1/03/2020,Planning,Outbound Allocations,USA,"-39,274"
1/03/2020,Planning,Software,USA,"83,512"
1/03/2020,Planning,Software Maintenance,USA,"719,232"
1/03/2020,Planning,Supplies,USA,684
1/03/2020,Planning,Taxes,USA,"2,325"
1/03/2020,Planning,Telecomm,Brazil,11
1/03/2020,Planning,Telecomm,United Kingdom,175
1/03/2020,Planning,Telecomm,USA,"4,497"
1/03/2020,Planning,Training,France,780
1/03/2020,Planning,Training,USA,"3,675"
1/03/2020,Planning,Travel,France,77
1/03/2020,Planning,Travel,United Kingdom,-852
1/03/2020,Planning,Travel,USA,"2,418"
1/03/2020,Planning,Vehicles,United Kingdom,1
1/03/2020,Portals,Employee Performance,USA,132
1/03/2020,Portals,External Labor,USA,"1,723"
1/03/2020,Portals,Hardware,USA,13
1/03/2020,Portals,Internal Labor,USA,"76,383"
1/03/2020,Portals,Other,USA,113
1/03/2020,Portals,Software,USA,5
1/03/2020,Portals,Software Maintenance,USA,186
1/03/2020,Portals,Supplies,USA,9
1/03/2020,Portals,Telecomm,USA,733
1/03/2020,Portals,Training,USA,479
1/03/2020,Portals,Travel,USA,156
1/03/2020,Portfolio Management,Employee Performance,USA,9
1/03/2020,Portfolio Management,External Labor,USA,29
1/03/2020,Portfolio Management,Hardware,USA,383
1/03/2020,Portfolio Management,Internal Labor,USA,"76,034"
1/03/2020,Portfolio Management,Other,USA,"7,595"
1/03/2020,Portfolio Management,Supplies,USA,25
1/03/2020,Portfolio Management,Telecomm,USA,607
1/03/2020,Portfolio Management,Travel,USA,846
1/03/2020,Process Management,Depreciation,USA,287
1/03/2020,Process Management,Employee Performance,USA,105
1/03/2020,Process Management,External Labor,USA,"63,540"
1/03/2020,Process Management,Hardware,USA,"2,124"
1/03/2020,Process Management,Hardware Maintenance,USA,37
1/03/2020,Process Management,Internal Labor,USA,"112,850"
1/03/2020,Process Management,Other,USA,8
1/03/2020,Process Management,Outbound Allocations,USA,"24,683"
1/03/2020,Process Management,Software,USA,"8,049"
1/03/2020,Process Management,Software Maintenance,USA,"18,545"
1/03/2020,Process Management,Supplies,USA,158
1/03/2020,Process Management,Taxes,USA,97
1/03/2020,Process Management,Telecomm,USA,676
1/03/2020,Process Management,Training,USA,560
1/03/2020,Process Management,Travel,USA,156
1/03/2020,Productivity,Amortization,France,67
1/03/2020,Productivity,Amortization,Italy,"1,659"
1/03/2020,Productivity,CAPEX,United Kingdom,121
1/03/2020,Productivity,Depreciation,Austria,344
1/03/2020,Productivity,Depreciation,Belgium,357
1/03/2020,Productivity,Depreciation,Canada,1
1/03/2020,Productivity,Depreciation,France,"2,995"
1/03/2020,Productivity,Depreciation,Germany,"2,951"
1/03/2020,Productivity,Depreciation,Ireland,"4,143"
1/03/2020,Productivity,Depreciation,Italy,"15,990"
1/03/2020,Productivity,Depreciation,Netherlands,287
1/03/2020,Productivity,Depreciation,Spain,"2,064"
1/03/2020,Productivity,Depreciation,Switzerland,436
1/03/2020,Productivity,Depreciation,United Kingdom,139
1/03/2020,Productivity,Depreciation,USA,194
1/03/2020,Productivity,Employee Performance,USA,126
1/03/2020,Productivity,External Labor,Austria,"-5,165"
1/03/2020,Productivity,External Labor,Belgium,"3,783"
1/03/2020,Productivity,External Labor,Canada,"5,928"
1/03/2020,Productivity,External Labor,France,"-15,291"
1/03/2020,Productivity,External Labor,Germany,"64,104"
1/03/2020,Productivity,External Labor,Ireland,"15,678"
1/03/2020,Productivity,External Labor,Italy,"10,486"
1/03/2020,Productivity,External Labor,Netherlands,"-7,197"
1/03/2020,Productivity,External Labor,Spain,"20,629"
1/03/2020,Productivity,External Labor,Switzerland,"2,263"
1/03/2020,Productivity,External Labor,United Kingdom,"194,307"
1/03/2020,Productivity,External Labor,USA,"332,295"
1/03/2020,Productivity,Hardware,Austria,"63,078"
1/03/2020,Productivity,Hardware,Belgium,"11,441"
1/03/2020,Productivity,Hardware,France,"58,215"
1/03/2020,Productivity,Hardware,Germany,"59,373"
1/03/2020,Productivity,Hardware,Ireland,146
1/03/2020,Productivity,Hardware,Netherlands,"5,827"
1/03/2020,Productivity,Hardware,Spain,"23,297"
1/03/2020,Productivity,Hardware,Switzerland,-972
1/03/2020,Productivity,Hardware,United Kingdom,"1,008"
1/03/2020,Productivity,Hardware,USA,"226,241"
1/03/2020,Productivity,Hardware Maintenance,France,"21,804"
1/03/2020,Productivity,Hardware Maintenance,Germany,625
1/03/2020,Productivity,Hardware Maintenance,Ireland,"2,145"
1/03/2020,Productivity,Hardware Maintenance,Italy,53
1/03/2020,Productivity,Hardware Maintenance,Spain,"10,413"
1/03/2020,Productivity,Hardware Maintenance,Switzerland,"-5,250"
1/03/2020,Productivity,Hardware Maintenance,USA,326
1/03/2020,Productivity,Inbound Allocations,Germany,"-1,512"
1/03/2020,Productivity,Inbound Allocations,Spain,"1,389"
1/03/2020,Productivity,Inbound Allocations,United Kingdom,5
1/03/2020,Productivity,Internal Labor,Austria,"12,361"
1/03/2020,Productivity,Internal Labor,Belgium,"4,692"
1/03/2020,Productivity,Internal Labor,France,"13,898"
1/03/2020,Productivity,Internal Labor,Germany,"11,378"
1/03/2020,Productivity,Internal Labor,Italy,"-115,560"
1/03/2020,Productivity,Internal Labor,Spain,"2,515"
1/03/2020,Productivity,Internal Labor,Switzerland,"-14,093"
1/03/2020,Productivity,Internal Labor,United Kingdom,"23,485"
1/03/2020,Productivity,Internal Labor,USA,"66,739"
1/03/2020,Productivity,Other,Belgium,22
1/03/2020,Productivity,Other,Canada,"2,977"
1/03/2020,Productivity,Other,Italy,"-10,002"
1/03/2020,Productivity,Other,Switzerland,516
1/03/2020,Productivity,Other,United Kingdom,484
1/03/2020,Productivity,Other,USA,"15,309"
1/03/2020,Productivity,Outbound Allocations,United Kingdom,"4,301"
1/03/2020,Productivity,Project Expenses,United Kingdom,"6,524"
1/03/2020,Productivity,Recognition,Austria,67
1/03/2020,Productivity,Severance,Italy,"120,510"
1/03/2020,Productivity,Software,France,"-1,704"
1/03/2020,Productivity,Software,United Kingdom,"-1,931"
1/03/2020,Productivity,Software,USA,"3,209"
1/03/2020,Productivity,Software Maintenance,USA,"25,541"
1/03/2020,Productivity,Supplies,Austria,143
1/03/2020,Productivity,Supplies,Belgium,"3,071"
1/03/2020,Productivity,Supplies,Canada,"2,184"
1/03/2020,Productivity,Supplies,France,140
1/03/2020,Productivity,Supplies,Germany,-644
1/03/2020,Productivity,Supplies,Ireland,"12,109"
1/03/2020,Productivity,Supplies,Italy,232
1/03/2020,Productivity,Supplies,Netherlands,"-2,475"
1/03/2020,Productivity,Supplies,Switzerland,"-32,991"
1/03/2020,Productivity,Supplies,USA,"4,843"
1/03/2020,Productivity,Taxes,USA,149
1/03/2020,Productivity,Telecomm,Austria,"29,522"
1/03/2020,Productivity,Telecomm,Belgium,"26,832"
1/03/2020,Productivity,Telecomm,France,"-19,456"
1/03/2020,Productivity,Telecomm,Germany,"46,687"
1/03/2020,Productivity,Telecomm,Italy,"9,828"
1/03/2020,Productivity,Telecomm,Netherlands,"1,716"
1/03/2020,Productivity,Telecomm,Spain,"31,399"
1/03/2020,Productivity,Telecomm,Switzerland,"4,630"
1/03/2020,Productivity,Telecomm,United Kingdom,"49,920"
1/03/2020,Productivity,Telecomm,USA,"4,624"
1/03/2020,Productivity,Training,France,780
1/03/2020,Productivity,Training,Germany,409
1/03/2020,Productivity,Travel,Belgium,228
1/03/2020,Productivity,Travel,Italy,565
1/03/2020,Productivity,Travel,Netherlands,237
1/03/2020,Productivity,Travel,United Kingdom,"1,227"
1/03/2020,Productivity,Travel,USA,"4,843"
1/03/2020,Productivity,Vehicles,Belgium,347
1/03/2020,Productivity,Vehicles,Spain,76
1/03/2020,Productivity,Vehicles,United Kingdom,272
1/03/2020,Productivity,Vehicles,USA,14
1/03/2020,Quality & Compliance,Employee Performance,USA,86
1/03/2020,Quality & Compliance,External Labor,USA,"196,805"
1/03/2020,Quality & Compliance,Hardware,USA,943
1/03/2020,Quality & Compliance,Internal Labor,USA,"129,281"
1/03/2020,Quality & Compliance,Other,USA,211
1/03/2020,Quality & Compliance,Software,USA,113
1/03/2020,Quality & Compliance,Supplies,USA,74
1/03/2020,Quality & Compliance,Taxes,USA,5
1/03/2020,Quality & Compliance,Telecomm,USA,795
1/03/2020,Quality & Compliance,Training,USA,310
1/03/2020,Quality & Compliance,Travel,USA,"1,792"
1/03/2020,R&D,Depreciation,Spain,584
1/03/2020,R&D,Depreciation,United Kingdom,"1,900"
1/03/2020,R&D,Employee Performance,USA,46
1/03/2020,R&D,External Labor,United Kingdom,"63,140"
1/03/2020,R&D,External Labor,USA,"-79,000"
1/03/2020,R&D,Hardware,USA,"3,659"
1/03/2020,R&D,Inbound Allocations,Spain,"1,277"
1/03/2020,R&D,Inbound Allocations,United Kingdom,13
1/03/2020,R&D,Internal Labor,Spain,"9,622"
1/03/2020,R&D,Internal Labor,United Kingdom,"15,315"
1/03/2020,R&D,Internal Labor,USA,"209,952"
1/03/2020,R&D,Other,USA,"17,773"
1/03/2020,R&D,Outbound Allocations,Spain,"3,662"
1/03/2020,R&D,Outbound Allocations,United Kingdom,"5,787"
1/03/2020,R&D,Software,USA,804
1/03/2020,R&D,Software Maintenance,USA,"-16,192"
1/03/2020,R&D,Supplies,United Kingdom,13
1/03/2020,R&D,Taxes,USA,"1,501"
1/03/2020,R&D,Telecomm,United Kingdom,3
1/03/2020,R&D,Telecomm,USA,"1,084"
1/03/2020,R&D,Training,United Kingdom,245
1/03/2020,R&D,Training,USA,"1,385"
1/03/2020,R&D,Travel,United Kingdom,"4,984"
1/03/2020,R&D,Travel,USA,"4,586"
1/03/2020,R&D,Vehicles,United Kingdom,788
1/03/2020,R1,Depreciation,Austria,9
1/03/2020,R1,Depreciation,Belgium,3
1/03/2020,R1,External Labor,Belgium,"59,160"
1/03/2020,R1,External Labor,United Kingdom,"1,841"
1/03/2020,R1,Hardware,Canada,76
1/03/2020,R1,Internal Labor,Austria,-91
1/03/2020,R1,Internal Labor,Belgium,"16,885"
1/03/2020,R1,Internal Labor,Canada,"12,317"
1/03/2020,R1,Internal Labor,Germany,"1,035"
1/03/2020,R1,Internal Labor,Italy,"1,895"
1/03/2020,R1,Internal Labor,Spain,"2,378"
1/03/2020,R1,Other,Austria,33
1/03/2020,R1,Other,Belgium,89
1/03/2020,R1,Other,Canada,12
1/03/2020,R1,Other,Germany,"-2,343"
1/03/2020,R1,Other,Italy,-152
1/03/2020,R1,Recognition,Austria,35
1/03/2020,R1,Severance,Austria,33
1/03/2020,R1,Severance,Italy,108
1/03/2020,R1,Telecomm,Austria,16
1/03/2020,R1,Telecomm,Belgium,119
1/03/2020,R1,Telecomm,Canada,398
1/03/2020,R1,Telecomm,Italy,412
1/03/2020,R1,Travel,Austria,59
1/03/2020,R1,Travel,Belgium,181
1/03/2020,R1,Travel,Canada,"3,867"
1/03/2020,R1,Travel,Germany,315
1/03/2020,R1,Travel,Italy,360
1/03/2020,R1,Travel,Spain,93
1/03/2020,R1,Vehicles,Belgium,945
1/03/2020,R1,Vehicles,Canada,6
1/03/2020,R1,Vehicles,United Kingdom,-1
1/03/2020,R2,Amortization,United Kingdom,"35,314"
1/03/2020,R2,Amortization,USA,"1,911,940"
1/03/2020,R2,CAPEX,United Kingdom,"8,483"
1/03/2020,R2,CAPEX,USA,"-578,433"
1/03/2020,R2,Depreciation,Brazil,"10,579"
1/03/2020,R2,Depreciation,Mexico,2
1/03/2020,R2,Depreciation,United Kingdom,156
1/03/2020,R2,Depreciation,USA,"89,153"
1/03/2020,R2,Employee Performance,USA,848
1/03/2020,R2,External Labor,Brazil,"25,075"
1/03/2020,R2,External Labor,France,"1,456"
1/03/2020,R2,External Labor,Mexico,"1,747"
1/03/2020,R2,External Labor,Switzerland,"2,487"
1/03/2020,R2,External Labor,United Kingdom,"54,673"
1/03/2020,R2,External Labor,USA,"877,819"
1/03/2020,R2,Hardware,USA,"10,892"
1/03/2020,R2,Hardware Maintenance,Brazil,"2,701"
1/03/2020,R2,Hardware Maintenance,USA,203
1/03/2020,R2,Inbound Allocations,Brazil,319
1/03/2020,R2,Inbound Allocations,Spain,"1,389"
1/03/2020,R2,Internal Labor,Belgium,"2,986"
1/03/2020,R2,Internal Labor,Brazil,"10,579"
1/03/2020,R2,Internal Labor,Germany,"1,717"
1/03/2020,R2,Internal Labor,Italy,"1,835"
1/03/2020,R2,Internal Labor,Spain,"5,166"
1/03/2020,R2,Internal Labor,Switzerland,"5,461"
1/03/2020,R2,Internal Labor,United Kingdom,"66,538"
1/03/2020,R2,Internal Labor,USA,"714,025"
1/03/2020,R2,Moving,USA,"19,986"
1/03/2020,R2,Other,Belgium,31
1/03/2020,R2,Other,Brazil,627
1/03/2020,R2,Other,Italy,"-1,656"
1/03/2020,R2,Other,Spain,114
1/03/2020,R2,Other,Switzerland,12
1/03/2020,R2,Other,United Kingdom,"2,825"
1/03/2020,R2,Other,USA,"45,899"
1/03/2020,R2,Project Expenses,USA,"23,747"
1/03/2020,R2,Recognition,Brazil,"1,772"
1/03/2020,R2,Recognition,USA,160
1/03/2020,R2,Severance,Brazil,709
1/03/2020,R2,Severance,Italy,69
1/03/2020,R2,Software,United Kingdom,"2,648"
1/03/2020,R2,Software,USA,"256,915"
1/03/2020,R2,Software Maintenance,France,"6,929"
1/03/2020,R2,Software Maintenance,USA,"56,295"
1/03/2020,R2,Supplies,Brazil,223
1/03/2020,R2,Supplies,USA,144
1/03/2020,R2,Taxes,USA,"5,522"
1/03/2020,R2,Telecomm,Brazil,498
1/03/2020,R2,Telecomm,Switzerland,19
1/03/2020,R2,Telecomm,United Kingdom,710
1/03/2020,R2,Telecomm,USA,"9,725"
1/03/2020,R2,Training,United Kingdom,"1,091"
1/03/2020,R2,Training,USA,"1,576"
1/03/2020,R2,Travel,Brazil,208
1/03/2020,R2,Travel,Spain,"2,131"
1/03/2020,R2,Travel,United Kingdom,"16,450"
1/03/2020,R2,Travel,USA,"24,640"
1/03/2020,R2,Vehicles,United Kingdom,620
1/03/2020,R3,Amortization,USA,"582,712"
1/03/2020,R3,Depreciation,USA,"5,178"
1/03/2020,R3,External Labor,United Kingdom,"25,089"
1/03/2020,R3,External Labor,USA,"431,633"
1/03/2020,R3,Hardware,USA,"1,270"
1/03/2020,R3,Internal Labor,Belgium,"7,436"
1/03/2020,R3,Internal Labor,France,"6,794"
1/03/2020,R3,Internal Labor,Germany,"9,844"
1/03/2020,R3,Internal Labor,Spain,"2,241"
1/03/2020,R3,Internal Labor,Switzerland,"-17,247"
1/03/2020,R3,Internal Labor,United Kingdom,"97,393"
1/03/2020,R3,Internal Labor,USA,"45,008"
1/03/2020,R3,Other,Belgium,"-23,252"
1/03/2020,R3,Other,Switzerland,"-10,388"
1/03/2020,R3,Other,United Kingdom,"79,494"
1/03/2020,R3,Other,USA,244
1/03/2020,R3,Software,United Kingdom,"90,016"
1/03/2020,R3,Software,USA,"91,902"
1/03/2020,R3,Software Maintenance,USA,"-123,325"
1/03/2020,R3,Supplies,USA,6
1/03/2020,R3,Taxes,USA,88
1/03/2020,R3,Telecomm,Switzerland,42
1/03/2020,R3,Telecomm,United Kingdom,424
1/03/2020,R3,Telecomm,USA,253
1/03/2020,R3,Training,France,169
1/03/2020,R3,Training,Switzerland,"1,990"
1/03/2020,R3,Travel,Belgium,16
1/03/2020,R3,Travel,Germany,"1,239"
1/03/2020,R3,Travel,Spain,"2,686"
1/03/2020,R3,Travel,United Kingdom,"13,695"
1/03/2020,R3,Travel,USA,"3,267"
1/03/2020,R3,Vehicles,Belgium,213
1/03/2020,R3,Vehicles,Spain,136
1/03/2020,R3,Vehicles,United Kingdom,330
1/03/2020,R5,Amortization,USA,"642,759"
1/03/2020,R5,CAPEX,USA,"97,433"
1/03/2020,R5,Depreciation,USA,"85,658"
1/03/2020,R5,Employee Performance,USA,407
1/03/2020,R5,External Labor,Puerto Rico,"1,766"
1/03/2020,R5,External Labor,USA,"410,890"
1/03/2020,R5,Hardware,USA,"5,241"
1/03/2020,R5,Hardware Maintenance,Puerto Rico,371
1/03/2020,R5,Internal Labor,Puerto Rico,"11,393"
1/03/2020,R5,Internal Labor,USA,"299,056"
1/03/2020,R5,Other,Puerto Rico,30
1/03/2020,R5,Other,USA,"1,255"
1/03/2020,R5,Recognition,USA,242
1/03/2020,R5,Software,USA,"242,936"
1/03/2020,R5,Software Maintenance,USA,"16,976"
1/03/2020,R5,Supplies,USA,332
1/03/2020,R5,Taxes,USA,"3,003"
1/03/2020,R5,Telecomm,USA,"1,776"
1/03/2020,R5,Training,Puerto Rico,8
1/03/2020,R5,Training,USA,"3,003"
1/03/2020,R5,Travel,Puerto Rico,54
1/03/2020,R5,Travel,USA,"5,290"
1/03/2020,R5,Vehicles,Puerto Rico,250
1/03/2020,Security & Risk Management,Employee Performance,USA,45
1/03/2020,Security & Risk Management,Hardware,USA,671
1/03/2020,Security & Risk Management,Internal Labor,USA,"64,547"
1/03/2020,Security & Risk Management,Other,USA,195
1/03/2020,Security & Risk Management,Supplies,USA,302
1/03/2020,Security & Risk Management,Taxes,USA,22
1/03/2020,Security & Risk Management,Telecomm,USA,615
1/03/2020,Security & Risk Management,Training,USA,311
1/03/2020,Security & Risk Management,Travel,USA,18
1/03/2020,Six Sigma,Hardware,USA,"36,173"
1/03/2020,Six Sigma,Internal Labor,USA,"37,414"
1/03/2020,Six Sigma,Other,USA,63
1/03/2020,Six Sigma,Supplies,USA,59
1/03/2020,Six Sigma,Telecomm,USA,538
1/03/2020,Six Sigma,Travel,USA,-449
1/03/2020,SSO,Amortization,USA,316
1/03/2020,SSO,Depreciation,USA,"2,272"
1/03/2020,SSO,Employee Performance,USA,550
1/03/2020,SSO,External Labor,USA,"142,014"
1/03/2020,SSO,Hardware,USA,"1,896"
1/03/2020,SSO,Internal Labor,USA,"82,857"
1/03/2020,SSO,Other,USA,23
1/03/2020,SSO,Project Expenses,USA,"-35,718"
1/03/2020,SSO,Software,USA,"16,066"
1/03/2020,SSO,Software Maintenance,USA,"21,868"
1/03/2020,SSO,Taxes,USA,52
1/03/2020,SSO,Telecomm,USA,445
1/03/2020,SSO,Training,USA,"2,079"
1/03/2020,Vendor Management,Depreciation,USA,117
1/03/2020,Vendor Management,External Labor,USA,"-1,746"
1/03/2020,Vendor Management,Hardware,USA,"1,065"
1/03/2020,Vendor Management,Internal Labor,USA,"173,848"
1/03/2020,Vendor Management,Other,USA,300
1/03/2020,Vendor Management,Software,USA,35
1/03/2020,Vendor Management,Supplies,USA,662
1/03/2020,Vendor Management,Taxes,USA,15
1/03/2020,Vendor Management,Telecomm,USA,"1,197"
1/03/2020,Vendor Management,Training,USA,"1,075"
1/03/2020,Vendor Management,Travel,USA,844
